Title,Rooms,Price,Size,Type,Year,Location
1H 295m² Lallinkatu 2 A 5 Harjavalta,1H,18900,29,Kerrostalo,1975,Satakunta
4H 92m² Kaartotie 16 Pieksämäki,4H,75000,92,Rivitalo,1970,Etelä-Savo
2H 58m² Kipparintie 12 Jyväskylä,2H,41000,58,Omakotitalo,1945,Keski-Suomi
4H 100m² Irjantie 3 Saarijärvi,4H,123000,100,Omakotitalo,1963,Keski-Suomi
4H 84m² Vesijärvenkatu 4446 Lahti,4H,165000,84,Kerrostalo,1956,Päijät-Häme
3H 75m² Länsiranta 22 Tornio,3H,175000,75,Kerrostalo,2007,Lappi
1H 35m² Timonkatu 3 B A Lahti,1H,116900,35,Kerrostalo,2015,Päijät-Häme
2H 51m² Laivalahdenkaari 42 Helsinki,2H,366000,51,Kerrostalo,1999,Uusimaa
3H 605m² Teinitie 2 Rauma,3H,63000,60,Kerrostalo,1979,Satakunta
2H 36m² Kohmontie 8 Turku,2H,17645,36,Kerrostalo,2010,Varsinais-Suomi
2H 635m² Kalasatamankatu 9 A 163 Helsinki,2H,565000,63,Kerrostalo,2019,Uusimaa
1H 34m² Patotie 5 Joensuu,1H,55293,34,Luhtitalo,1974,Pohjois-Karjala
3H 81m² Klemintie 20 Lemi,3H,141000,81,Rivitalo,2014,Etelä-Karjala
2H 51m² Ohrakuja 2B 13 Vantaa,2H,169000,51,Kerrostalo,1963,Uusimaa
4H 78m² Muorinplku 8 A 3 Järvenpää,4H,284000,78,Kerrostalo,2003,Uusimaa
3H 73m² Riihivainiontie 1 A Jurva,3H,23062,73,Rivitalo,1977,Etelä-Pohjanmaa
2H 49m² Koskelantie 13 D 26 Helsinki,2H,298000,49,Kerrostalo,1952,Uusimaa
2H 57m² Ruhtinaankatu 6 Pori,2H,125000,57,Kerrostalo,2000,Satakunta
2H 42m² Kalmarintie 2 A 8 Asikkala,2H,75873,42,Kerrostalo,1962,Päijät-Häme
4H 1374m² Hirvensalmentie 524 Joutsa,4H,78000,137,Omakotitalo,1956,Keski-Suomi
3H 68m² Lemminkäisenkatu 5 Kuopio,3H,125000,68,Kerrostalo,1975,Pohjois-Savo
2H 38m² Angervotie 10 Helsinki,2H,255000,38,Kerrostalo,1962,Uusimaa
2H 60m² Ylpöntie 35 Akaa,2H,74900,60,Kerrostalo,1974,Pirkanmaa
4H 106m² Viitalantie 2 A Salla,4H,159000,106,Omakotitalo,2016,Lappi
5H 160m² EteläNiskamäentie 2 Pieksämäki,5H,116000,160,Omakotitalo,1960,Etelä-Savo
2H 565m² Pohjolankatu 1 B 42 Mikkeli,2H,43000,56,Kerrostalo,1971,Etelä-Savo
4H 93m² Suksisepäntie 2 C 8 Mikkeli,4H,147000,93,Rivitalo,1974,Etelä-Savo
4H 110m² Peltotie 3 Mynämäki,4H,218000,110,Omakotitalo,2000,Varsinais-Suomi
2H 63m² Urheilutie 3 Suonenjoki,2H,23000,63,Kerrostalo,1975,Pohjois-Savo
2H 68m² Länkipohjantie 14 Jämsä,2H,35500,68,Kerrostalo,1970,Keski-Suomi
3H 825m² Leinikkikatu 2 F 27 Turku,3H,205000,82,Rivitalo,1998,Varsinais-Suomi
2H 48m² Särkilahdentie 1396 Savonlinna,2H,14000,48,Omakotitalo,1937,Etelä-Savo
2H 43m² Kinaporinkatu 3 Helsinki,2H,322900,43,Kerrostalo,1938,Uusimaa
2H 55m² Kappelintie 5 Kitee,2H,29000,55,Kerrostalo,1978,Pohjois-Karjala
2H 35m² Ollikkalankatu 2 Salo,2H,34850,35,Luhtitalo,1954,Varsinais-Suomi
3H 78m² Harakkamäki 1 B Hämeenlinna,3H,69000,78,Kerrostalo,1979,Kanta-Häme
3H 80m² Mietoistenkuja 7 A Turku,3H,182000,80,Rivitalo,1992,Varsinais-Suomi
5H 134m² Kivirinteentie Asikkala,5H,235000,134,Omakotitalo,1997,Päijät-Häme
Lahti Nastola Nousutie 13 2h k kph s vh piha,2H,93000,57,Rivitalo,1978,Päijät-Häme
4H 99m² Kuusitie 3 Muurame,4H,230000,99,Rivitalo,2013,Keski-Suomi
4H 102m² Nurmelankatu 15 A Lappeenranta,4H,219000,102,Rivitalo,1989,Etelä-Karjala
5H 91m² Vipusenkatu 4 Savonlinna,5H,54500,91,Kerrostalo,1969,Etelä-Savo
2H 47m² Kalliomäki 29 A 11 Siuntio,2H,59500,47,Kerrostalo,1965,Uusimaa
4H 131m² Karitsankuja 6 Imatra,4H,252000,131,Omakotitalo,2011,Etelä-Karjala
1H 32m² Tarkkaampujankatu 20 Oulu,1H,73500,32,Kerrostalo,1959,Pohjois-Pohjanmaa
4H 85m² Lapiduksenkatu 3 as 1 Loimaa,4H,184900,85,Rivitalo,2016,Varsinais-Suomi
1H 30m² Multahaankuja 5 Espoo,1H,187000,30,Kerrostalo,2018,Uusimaa
2H 35m² Mäyrätie 9 Helsinki,2H,229000,35,Kerrostalo,1951,Uusimaa
1H 255m² Lipstikkakuja 5 B Vantaa,1H,143900,25,Kerrostalo,2021,Uusimaa
6H 240m² Kettumäentie 8 B Hämeenlinna,6H,385000,240,Omakotitalo,1970,Kanta-Häme
7H 208m² Rantatie 14 Keuruu,7H,295000,208,Omakotitalo,1990,Keski-Suomi
1H 375m² Kariniemenkatu 37 Lahti,1H,98000,37,Kerrostalo,1946,Päijät-Häme
2H 62m² Allinlahdenkatu 4 A1 Lapinlahti,2H,98000,62,Rivitalo,2000,Pohjois-Savo
4H 120m² RANTATIE 15 Joutsa,4H,89000,120,Omakotitalo,1946,Keski-Suomi
3H 645m² Ollilanmutka 4 B4 Oulu,3H,177375,64,Rivitalo,2023,Pohjois-Pohjanmaa
2H 53m² Untuvaisentie 13 F 49 Helsinki,2H,298000,53,Kerrostalo,1963,Uusimaa
1H 40m² Aleksis Kiven katu 76 A Helsinki,1H,289000,40,Kerrostalo,1939,Uusimaa
2H 36m² Malminkatu 22 B 39 Helsinki,2H,379000,36,Kerrostalo,1936,Uusimaa
5H 124m² Kaartilantie 81 A 1 Savonlinna,5H,69000,124,Rivitalo,1977,Etelä-Savo
2H 37m² Höyrypolku 4 B 46 Helsinki,2H,370000,37,Kerrostalo,2023,Uusimaa
5H 151m² Käringinrannantie 41 Ruokolahti,5H,385000,151,Omakotitalo,2005,Etelä-Karjala
2H 455m² Laaksokatu 11 B Heinola,2H,69000,45,Kerrostalo,1985,Päijät-Häme
3H 86m² Kaartilantie 70 A 8 Savonlinna,3H,20000,86,Kerrostalo,1972,Etelä-Savo
2H 51m² Viertotie 3 Loppi,2H,67000,51,Kerrostalo,1987,Kanta-Häme
2H 84m² Mimosaneidonkuja 1 Myrskylä,2H,271000,84,Omakotitalo,2020,Uusimaa
3H 80m² Pihkatie 14 A Vaasa,3H,136000,80,Rivitalo,1987,Pohjanmaa
2H 605m² Porttilantie 3 C 24 Janakkala,2H,39000,60,Kerrostalo,1973,Kanta-Häme
3H 73m² Hevosmiehentie 15 Hämeenlinna,3H,129700,73,Kerrostalo,1956,Kanta-Häme
2H 48m² Harjukatu 1 Heinola,2H,68000,48,Kerrostalo,1978,Päijät-Häme
Espoo Matinkylä Piispanportti 9 2hkparveke,2H,289000,44,Kerrostalo,2021,Uusimaa
1H 34m² Klaneettitie 1618 C 45 Helsinki,1H,157500,34,Kerrostalo,1980,Uusimaa
1H 34m² Juustilankatu 7 Lahti,1H,57000,34,Kerrostalo,1967,Päijät-Häme
1H 29m² Hintantie 29 Oulu,1H,76000,29,Kerrostalo,1958,Pohjois-Pohjanmaa
Helsinki Jakomäki Jakomäenkuja 1 3h k s,3H,184000,68,Kerrostalo,1980,Uusimaa
1H 22m² Aleksanterinkatu 37 B 59 Lahti,1H,89000,22,Kerrostalo,1957,Päijät-Häme
3H 785m² Sulakatu 1 a 5 Lahti,3H,164926,78,Rivitalo,1984,Päijät-Häme
5H 100m² Ratsukonkuja 1 c 12 Lohja,5H,235000,100,Rivitalo,2006,Uusimaa
1H 31m² Lohentie 11 C16 Porvoo,1H,99000,31,Kerrostalo,1980,Uusimaa
2H 62m² Kauppilanmäentie 13 B1 Leppävirta,2H,48400,62,Rivitalo,1974,Pohjois-Savo
3H 565m² Makkarajärvenkatu 44 Tampere,3H,234900,56,Kerrostalo,2022,Pirkanmaa
2H 65m² Auvilantie 83 Jämsä,2H,40000,65,Rivitalo,1988,Keski-Suomi
5H 1045m² Kannuskatu 3 J Turku,5H,249000,104,Kerrostalo,1972,Varsinais-Suomi
8H 308m² Lammenranta 6 Pori,8H,592000,308,Omakotitalo,2005,Satakunta
2H 66m² Kimpikatu 10 Imatra,2H,48000,66,Omakotitalo,1961,Etelä-Karjala
4H 1225m² Jokivarrentie 3 Salo,4H,248000,122,Omakotitalo,2014,Varsinais-Suomi
4H 91m² Pitkäsalmenkatu 5 A Turku,4H,249000,91,Rivitalo,1985,Varsinais-Suomi
3H 73m² Vuorikatu 9 A 6 Heinola,3H,35000,73,Kerrostalo,1977,Päijät-Häme
2H 45m² Kaarnapolku 3 Järvenpää,2H,74900,45,Kerrostalo,1973,Uusimaa
3H 80m² Kotkankuja 3 Varkaus,3H,56000,80,Rivitalo,1976,Pohjois-Savo
5H 140m² Tervatie 7 Hollola,5H,288000,140,Rivitalo,1976,Päijät-Häme
5H 154m² Mansikkapolku 3 Savonlinna,5H,462000,154,Omakotitalo,2002,Etelä-Savo
2H 54m² Urheilutie 7a as 4 Joroinen,2H,23900,54,Rivitalo,1970,Pohjois-Savo
4H 99m² Makarlanrinne 7 Kaarina,4H,248000,99,Omakotitalo,1953,Varsinais-Suomi
6H 156m² Vuolijoentie 2560 Vaala,6H,125000,156,Omakotitalo,1987,Pohjois-Pohjanmaa
3H 685m² Neulapadontie 8 D26 Helsinki,3H,224000,68,Kerrostalo,1965,Uusimaa
1H 295m² Lauttasaarenmäki 4 A Helsinki,1H,324900,29,Kerrostalo,2019,Uusimaa
1H 20m² Eräpolku 13 Kouvola,1H,29500,20,Kerrostalo,1963,Kymenlaakso
1H 23m² Laajavuorentie 9 Jyväskylä,1H,72000,23,Kerrostalo,1969,Keski-Suomi
3H 735m² Michailowinkatu 11 C Turku,3H,337000,73,Kerrostalo,2018,Varsinais-Suomi
4H 905m² Pakkalanrinne 9 Vantaa,4H,368000,90,Kerrostalo,2009,Uusimaa
2H 53m² Raastuvankatu 61 A Vaasa,2H,155000,53,Kerrostalo,1995,Pohjanmaa
3H 735m² Raappavuorenrinne 1 Vantaa,3H,146000,73,Kerrostalo,1972,Uusimaa
3H 75m² Valkeiskylä 117 C Kuopio,3H,100000,75,Omakotitalo,1986,Pohjois-Savo
Helsinki Ruskeasuo Kiskontie 18 1hkkkph,1H,175000,35,Kerrostalo,1964,Uusimaa
1H 20m² Kauppakatu 4 Lahti,1H,97036,20,Kerrostalo,1960,Päijät-Häme
1H 36m² Pitkäläntie 38 B 9 Karkkila,1H,44900,36,Rivitalo,1968,Uusimaa
1H 275m² Valkeisenkatu 2 Kuopio,1H,167000,27,Kerrostalo,2023,Pohjois-Savo
3H 72m² Rusthollintie 19 Raasepori,3H,154000,72,Omakotitalo,1961,Uusimaa
5H 1045m² Reppurinkatu 3 A 6 Lahti,5H,95000,104,Kerrostalo,1969,Päijät-Häme
2H 575m² Sarkatie 2 as 2 Mellilä,2H,34000,57,Rivitalo,1980,Varsinais-Suomi
4H 120m² Linnakangas 53 Hamina,4H,85000,120,Omakotitalo,1947,Kymenlaakso
5H 85m² Rajamännynkuja 4 Espoo,5H,280000,85,Kerrostalo,1975,Uusimaa
2H 47m² Vääpelinkatu 5 Kouvola,2H,69000,47,Kerrostalo,1973,Kymenlaakso
2H 47m² Jukolantie 14 M 44 Tuusula,2H,90000,47,Kerrostalo,1971,Uusimaa
2H 465m² Fredrikinkatu 75 Helsinki,2H,511500,46,Kerrostalo,1920,Uusimaa
1H 205m² Spinellikuja 9 Vantaa,1H,139900,20,Kerrostalo,2019,Uusimaa
4H 97m² Puustellintie 6 A10 Lappeenranta,4H,143000,97,Kerrostalo,1975,Etelä-Karjala
2H 66m² Hakaluhdantie 3 Kurikka,2H,15000,66,Rivitalo,1980,Etelä-Pohjanmaa
1H 20m² Vallesmanninkatu 4 Kotka,1H,28400,20,Kerrostalo,1960,Kymenlaakso
2H 554m² Siihtalantie 20 Joensuu,2H,89000,55,Rivitalo,1961,Pohjois-Karjala
3H 565m² Makkarajärvenkatu 44 Tampere,3H,224900,56,Kerrostalo,2022,Pirkanmaa
2H 56m² Vuohisillantie 44 Pietarsaari,2H,44900,56,Kerrostalo,1978,Pohjanmaa
1H 29m² Aleksis Kiven katu 38 B Helsinki,1H,241000,29,Kerrostalo,1928,Uusimaa
Espoo Kilo Vasamatie 1 2h kk,2H,189000,48,Kerrostalo,1986,Uusimaa
4H 105m² Kalliomäki 39 B Siuntio,4H,122000,105,Kerrostalo,1973,Uusimaa
Järvenpää Pajala Välskärinkatu 33 2hkphlasitettu,2H,172000,36,Kerrostalo,2020,Uusimaa
1H 50m² Kelhontie 54 Lempäälä,1H,114000,50,Omakotitalo,1985,Pirkanmaa
Espoo Mäkkylä Ruutikatu 3 2h kk,2H,144000,33,Kerrostalo,1962,Uusimaa
1H 375m² Kuparisepänkatu 1 Kerava,1H,199000,37,Kerrostalo,2020,Uusimaa
Kajaani Kylmä Tattitie 4 2h k s,2H,116000,52,Rivitalo,1999,Kainuu
1H 34m² Ukontie 21 A Viitasaari,1H,29000,34,Kerrostalo,1975,Keski-Suomi
Iitti Radansuu Myllytöyryntie 7 4h k takkah s,4H,120000,110,Omakotitalo,1978,Päijät-Häme
5H 120m² Retkeilijäntie 18 D Kuopio,5H,179000,120,Rivitalo,1977,Pohjois-Savo
2H 61m² Kuntorannantie 5 A Varkaus,2H,58000,61,Rivitalo,1987,Pohjois-Savo
2H 55m² Viestitie 14 A Vantaa,2H,218000,55,Rivitalo,1990,Uusimaa
2H 505m² Suvikatu 5 A Joensuu,2H,129000,50,Kerrostalo,2000,Pohjois-Karjala
4H 87m² Mantelipilvi 12 A Oulu,4H,247950,87,Omakotitalo,2023,Pohjois-Pohjanmaa
3H 69m² Vipusenkatu 4 B Savonlinna,3H,69500,69,Kerrostalo,1969,Etelä-Savo
Helsinki Töölö TakaTöölö Mannerheimintie 45 4hk,4H,447000,75,Kerrostalo,1938,Uusimaa
2H 535m² Keltasafiirinpolku 6 Vantaa,2H,34822,53,Kerrostalo,2018,Uusimaa
2H 605m² Kangaslammentie 10 a Jyväskylä,2H,49000,60,Kerrostalo,1974,Keski-Suomi
4H 107m² Kaikkarlahdentie 12 Äänekoski,4H,219000,107,Omakotitalo,2009,Keski-Suomi
2H 435m² Ansaritie 1 Jyväskylä,2H,25122,43,Kerrostalo,2020,Keski-Suomi
4H 1045m² Mantelipilvi 12 C Oulu,4H,297825,104,Omakotitalo,2023,Pohjois-Pohjanmaa
5H 93m² Suksisepäntie 6 A Mikkeli,5H,107000,93,Rivitalo,1974,Etelä-Savo
2H 42m² Yrjönkatu 5 c Jyväskylä,2H,139000,42,Kerrostalo,1957,Keski-Suomi
5H 137m² Bullerinkuja 6 Seinäjoki,5H,369000,137,Omakotitalo,2015,Etelä-Pohjanmaa
2H 575m² Heinämutka 6 Jyväskylä,2H,19719,57,Kerrostalo,2006,Keski-Suomi
4H 1045m² Mantelipilvi 12 E Oulu,4H,292600,104,Omakotitalo,2023,Pohjois-Pohjanmaa
2H 52m² Heinäkuja 2 B Jyväskylä,2H,23774,52,Kerrostalo,2017,Keski-Suomi
1H 305m² Asemakatu 4 Raahe,1H,37000,30,Kerrostalo,1975,Pohjois-Pohjanmaa
4H 112m² Toivonkatu 1 Hamina,4H,82000,112,Omakotitalo,1956,Kymenlaakso
Turku Linnanrinne Linnankatu 55 2hklasitettu par,2H,229000,51,Kerrostalo,1967,Varsinais-Suomi
4H 90m² Porslahdenkuja 1 D Helsinki,4H,304000,90,Rivitalo,1979,Uusimaa
2H 38m² Puutarhurinkatu 30 B Kouvola,2H,66000,38,Kerrostalo,1986,Kymenlaakso
2H 69m² Marttilantie 13 A Seinäjoki,2H,179000,69,Kerrostalo,2002,Etelä-Pohjanmaa
2H 57m² Kutsetintie 4 F Joensuu,2H,14000,57,Kerrostalo,1966,Pohjois-Karjala
2H 565m² Saratie 3 A Lappeenranta,2H,55000,56,Kerrostalo,1974,Etelä-Karjala
3H 80m² Laurintie 2 Ii,3H,64500,80,Kerrostalo,1965,Pohjois-Pohjanmaa
2H 455m² Vääränkalliontie 1 A Kangasala,2H,132000,45,Kerrostalo,2018,Pirkanmaa
3H 84m² Ritoharjuntie 1416 A Jyväskylä,3H,145000,84,Rivitalo,1982,Keski-Suomi
2H 645m² Minttutie 30 Vantaa,2H,37594,64,Kerrostalo,2011,Uusimaa
3H 65m² Suokatu 7 A Riihimäki,3H,217900,65,Kerrostalo,2012,Kanta-Häme
2H 54m² Riihikuja 2 A Toivakka,2H,39000,54,Rivitalo,1983,Keski-Suomi
3H 104m² Auratie 2 Pori,3H,339000,104,Omakotitalo,2018,Satakunta
Seinäjoki Hallila Villenraitti 6 6HKKHHSvarast,6H,365000,162,Omakotitalo,2014,Etelä-Pohjanmaa
3H 77m² Hopeapajunkatu 3 Äänekoski,3H,30000,77,Kerrostalo,1972,Keski-Suomi
3H 635m² Kiertokatu 14 Pori,3H,95000,63,Kerrostalo,1950,Satakunta
1H 25m² Pohjoiskaari 6 A Helsinki,1H,228000,25,Kerrostalo,1940,Uusimaa
4H 114m² Bullerinlenkki 20 Seinäjoki,4H,435000,114,Omakotitalo,2019,Etelä-Pohjanmaa
4H 105m² Prålsinrinne 45 Inkoo,4H,250000,105,Omakotitalo,2000,Uusimaa
Helsinki TakaTöölö Mannerheimintie 84 4h halli,4H,585000,89,Kerrostalo,1936,Uusimaa
Sastamala Laukula Nikkistentie 36 56hkskhhwc,6H,359000,222,Omakotitalo,2017,Pirkanmaa
3H 755m² Ylähanganpolku 1 Lahti,3H,29125,75,Rivitalo,2012,Päijät-Häme
2H 60m² Salaampujankatu 16 G Vaasa,2H,49000,60,Kerrostalo,1976,Pohjanmaa
1H 34m² Hämeenpuisto 25 A Tampere,1H,186000,34,Kerrostalo,1962,Pirkanmaa
2H 545m² Tolkkilankatu 12 C Kouvola,2H,25000,54,Kerrostalo,1979,Kymenlaakso
3H 61m² Kiekkostenkatu 1 Lahti,3H,75000,61,Kerrostalo,1962,Päijät-Häme
2H 56m² Pappilanrinne 2 D Jyväskylä,2H,89000,56,Kerrostalo,1976,Keski-Suomi
4H 130m² Opintie 2 Pyhäntä,4H,39000,130,Omakotitalo,1952,Pohjois-Pohjanmaa
6H 174m² Johannanranta 5 Äänekoski,6H,279000,174,Omakotitalo,2013,Keski-Suomi
3H 695m² Aleksanterinkatu 71 A Oulu,3H,359000,69,Kerrostalo,2016,Pohjois-Pohjanmaa
Helsinki Alppikylä Laukkukuja 3 3hks,3H,329000,69,Rivitalo,2014,Uusimaa
2H 595m² Kauppiaantie 1 Oulu,2H,56000,59,Luhtitalo,1990,Pohjois-Pohjanmaa
4H 120m² Niemikatu 6 Tornio,4H,70000,120,Omakotitalo,1972,Lappi
3H 77m² Ainonsola 2 A Seinäjoki,3H,120000,77,Kerrostalo,1991,Etelä-Pohjanmaa
5H 1395m² Stråkaviken 31 Vöyri,5H,149000,139,Omakotitalo,1982,Pohjanmaa
5H 169m² Vierutie 10 Pori,5H,185000,169,Omakotitalo,1985,Satakunta
Huittinen Keskusta Väinöläntie 3 5HKS2WCTAKKAH,5H,110000,150,Omakotitalo,1955,Satakunta
Lappeenranta Joutseno Tiaisentie 16 3hkkhs,3H,100000,84,Rivitalo,1974,Etelä-Karjala
2H 62m² Vanhatie 78 A Pyhäjoki,2H,49000,62,Rivitalo,1990,Pohjois-Pohjanmaa
3H 74m² Lopakonkuja 3 Ii,3H,60000,74,Omakotitalo,1963,Pohjois-Pohjanmaa
1H 30m² Koskenkankaantie 641 Siikajoki,1H,64000,30,Omakotitalo,2006,Pohjois-Pohjanmaa
2H 47m² Sammonkatu 5 B Äänekoski,2H,41000,47,Kerrostalo,1978,Keski-Suomi
5H 130m² Pääskyntie 12 Ulvila,5H,59000,130,Omakotitalo,1975,Satakunta
3H 755m² Mäyräkuja 7 Vantaa,3H,16817,75,Kerrostalo,1993,Uusimaa
3H 685m² Laajavuorentie 8 Jyväskylä,3H,30792,68,Kerrostalo,2014,Keski-Suomi
4H 100m² Saksiontie 6 Tyrnävä,4H,55000,100,Omakotitalo,1976,Pohjois-Pohjanmaa
4H 1045m² Mantelipilvi 12 F Oulu,4H,297825,104,Omakotitalo,2023,Pohjois-Pohjanmaa
1H 20m² Kastuntie 41 B Turku,1H,110000,20,Kerrostalo,1952,Varsinais-Suomi
3H 74m² Kariston rantatie 51 Lahti,3H,32133,74,Rivitalo,2016,Päijät-Häme
4H 108m² Rastikatu 3 Savonlinna,4H,178000,108,Omakotitalo,2006,Etelä-Savo
4H 370m² Myllytie 1 Tyrnävä,4H,65000,370,Omakotitalo,1952,Pohjois-Pohjanmaa
2H 60m² Tapaninkatu 5 Kemi,2H,22500,60,Kerrostalo,1975,Lappi
6H 171m² Laivurintie 5 A Akaa,6H,649000,171,Omakotitalo,2001,Pirkanmaa
5H 116m² Venemestarintie 28 Hamina,5H,298000,116,Omakotitalo,2010,Kymenlaakso
4H 865m² Laurintie 2 Ii,4H,64500,86,Kerrostalo,1965,Pohjois-Pohjanmaa
3H 775m² Viklonkuja 4 F Joroinen,3H,41000,77,Rivitalo,1994,Pohjois-Savo
1H 506m² Alapääntie 38 Lumijoki,1H,169000,50,Omakotitalo,2018,Pohjois-Pohjanmaa
4H 1045m² Mantelipilvi 12 H Oulu,4H,287375,104,Omakotitalo,2023,Pohjois-Pohjanmaa
Helsinki Meilahti Kuusitie 5 2hkk,2H,315000,52,Kerrostalo,1945,Uusimaa
5H 122m² Metsäpirtinpolku 40 Kuopio,5H,375000,122,Omakotitalo,2007,Pohjois-Savo
1H 38m² Tiilentekijänkatu 8 10 Turku,1H,175000,38,Kerrostalo,1951,Varsinais-Suomi
6H 1721m² Käpälämäenkatu 28 Lappeenranta,6H,278000,172,Omakotitalo,1994,Etelä-Karjala
Tampere Härmälänranta Viimankatu 3 2h k kphs l,2H,255000,59,Kerrostalo,2015,Pirkanmaa
Turku Keskusta Kauppiaskatu 10 4h et k kph p,4H,369000,87,Kerrostalo,1954,Varsinais-Suomi
Heinola Keskusta Siltakatu 12 1h k,1H,35000,31,Kerrostalo,1962,Päijät-Häme
Rovaniemi III kauposa Koskikatu 58 3h k kph la,3H,114500,73,Kerrostalo,1988,Lappi
3H 81m² Ahlinmäki 1 B Mustasaari,3H,185000,81,Rivitalo,2015,Pohjanmaa
1H 33m² Kirkkokatu 10 B Joensuu,1H,96000,33,Kerrostalo,1968,Pohjois-Karjala
3H 75m² Kalliomäki 39 A Siuntio,3H,109000,75,Kerrostalo,1973,Uusimaa
6H 210m² Kalliotie 7 Salo,6H,450000,210,Omakotitalo,2009,Varsinais-Suomi
5H 1315m² Uussillanrinne 9 Helsinki,5H,599500,131,Omakotitalo,2022,Uusimaa
2H 415m² Opistokuja 16 BC Kuopio,2H,23740,41,Kerrostalo,2022,Pohjois-Savo
3H 69m² Rantakatu 54 Raahe,3H,185000,69,Kerrostalo,2016,Pohjois-Pohjanmaa
4H 99m² Maalahdenkatu 13 Vaasa,4H,139000,99,Rivitalo,1975,Pohjanmaa
5H 154m² Vuotungintie 64 Kuusamo,5H,205000,154,Omakotitalo,2008,Pohjois-Pohjanmaa
2H 505m² Sörnäistenkatu 15 C Helsinki,2H,395000,50,Kerrostalo,2009,Uusimaa
2H 415m² Haapaniemenkatu 16 A Helsinki,2H,319000,41,Kerrostalo,1974,Uusimaa
4H 126m² Matkamiehenkatu 11 Lappeenranta,4H,220000,126,Omakotitalo,1953,Etelä-Karjala
4H 835m² Pereentie 1 B Pirkkala,4H,36938,83,Kerrostalo,2014,Pirkanmaa
2H 525m² Rajakatu 20 Jyväskylä,2H,62000,52,Kerrostalo,1961,Keski-Suomi
2H 894m² Korkeavuorenkatu 20 C 31 Kotka,2H,168000,89,Kerrostalo,1927,Kymenlaakso
Vantaa Myyrmäki Norotie 7 B 21 2hkkphvhlasitet,2H,119000,56,Kerrostalo,1974,Uusimaa
1H 45m² Pieni Roobertinkatu 46 E Helsinki,1H,435000,45,Kerrostalo,1910,Uusimaa
2H 54m² Korteniityntie 53 Jyväskylä,2H,26310,54,Kerrostalo,2012,Keski-Suomi
Tuusula Hyrylä Nahkatehtaankuja 3 2hkkphlasit,2H,129000,60,Kerrostalo,1980,Uusimaa
1H 42m² Tuijatie 2 Kirkkonummi,1H,21024,42,Rivitalo,2007,Uusimaa
4H 92m² Mannerheimintie 83 Helsinki,4H,726000,92,Kerrostalo,1950,Uusimaa
Espoo OlariPuolarmetsä Keelkorvenkuja 7 2hkt,2H,227600,38,Kerrostalo,2023,Uusimaa
1H 335m² Naamangantie 10 A Pudasjärvi,1H,18000,33,Kerrostalo,1978,Pohjois-Pohjanmaa
3H 715m² Painontie 22 Valkeakoski,3H,57900,71,Kerrostalo,1965,Pirkanmaa
2H 525m² Sudentie 2832 G Rovaniemi,2H,29000,52,Kerrostalo,1987,Lappi
4H 104m² Sepäntie 12 Raasepori,4H,239000,104,Omakotitalo,2007,Uusimaa
3H 56m² Rantapolku 5 E8 Oulu,3H,194900,56,Omakotitalo,2023,Pohjois-Pohjanmaa
3H 74m² Sudentie 26 B Rovaniemi,3H,69000,74,Luhtitalo,1985,Lappi
Huittinen Kiviranta Metsätie 4 1HKKS,1H,35000,36,Rivitalo,1983,Satakunta
3H 535m² Rantapolku 5 H11 Oulu,3H,174900,53,Omakotitalo,2023,Pohjois-Pohjanmaa
4H 126m² Koppelontie 11 Laukaa,4H,239000,126,Omakotitalo,2003,Keski-Suomi
2H 415m² Opistokuja 16 BC Kuopio,2H,23298,41,Kerrostalo,2022,Pohjois-Savo
Lappeenranta Lamposaari Kiianvirrantie 11 5hksp,5H,650000,195,Omakotitalo,2009,Etelä-Karjala
1H 40m² Kangaslahdentie 33 B Lapinlahti,1H,35000,40,Rivitalo,1985,Pohjois-Savo
4H 695m² Rantapolku 5 D7 Oulu,4H,227500,69,Omakotitalo,2023,Pohjois-Pohjanmaa
Helsinki Puotinharju Kajaaninlinnantie 1 2hklasi,2H,199000,59,Kerrostalo,1963,Uusimaa
2H 60m² Papinnevankatu 6 A Raasepori,2H,72000,60,Kerrostalo,1967,Uusimaa
Espoo OlariPuolarmetsä Keelkorvenkuja 7 2hkt,2H,274200,45,Kerrostalo,2023,Uusimaa
Vantaa Kaivoksela Kaivokselantie 5 2hktkphparv,2H,199000,43,Kerrostalo,2019,Uusimaa
5H 115m² Siilitie 5 Kouvola,5H,185000,115,Omakotitalo,1984,Kymenlaakso
3H 62m² Merimiehenkatu 49 C Joensuu,3H,115000,62,Kerrostalo,1976,Pohjois-Karjala
3H 68m² Kangasvuorentie 6 B Jyväskylä,3H,108000,68,Kerrostalo,1967,Keski-Suomi
4H 77m² Perusmäentie 16 A Espoo,4H,199000,77,Omakotitalo,1944,Uusimaa
3H 88m² Orttentie 4 Hollola,3H,96800,88,Rivitalo,1990,Päijät-Häme
1H 26m² Satamakatu 31 B Turku,1H,167000,26,Kerrostalo,2019,Varsinais-Suomi
4H 1145m² Laurilantie 13 Hollola,4H,239000,114,Omakotitalo,1985,Päijät-Häme
2H 44m² Herrholminkatu 6 A Pietarsaari,2H,74500,44,Kerrostalo,1970,Pohjanmaa
6H 199m² Peräläntie 81 Salo,6H,158000,199,Omakotitalo,1900,Varsinais-Suomi
4H 105m² Hankaintie 2 Joensuu,4H,120000,105,Omakotitalo,1971,Pohjois-Karjala
